shipment_id,region,transport_mode,warehouse,shipment_volume_kg,distance_km,transport_cost,delivery_time_days
SHP-0410,West,Air,WH-B,121.89,828.77,2836.54,2.18
SHP-0411,South,Road,WH-D,42.45,375.89,527.08,2.06
SHP-0412,South,Rail,WH-C,112.73,398.3,807.07,6.26
SHP-0413,Central,Rail,WH-C,76.34,456.12,411.49,4.71
SHP-0414,West,Road,WH-A,103.65,1375.18,1084.98,5.04
SHP-0415,North,Road,WH-C,181.74,927.68,1915.87,6.37
SHP-0416,Central,Road,WH-A,63.15,525.07,596.63,4.57
SHP-0417,South,Road,WH-C,122.28,556.75,1300.93,4.82
SHP-0418,South,Road,WH-B,85.71,668.31,872.08,3.92
SHP-0419,Central,Road,WH-A,93.76,1553.0,1071.96,7.26
SHP-0420,West,Road,WH-A,44.68,592.12,438.85,2.91
SHP-0421,South,Rail,WH-B,77.3,503.74,549.48,4.26
SHP-0422,West,Rail,WH-A,53.49,418.83,416.16,4.83
SHP-0423,South,Rail,WH-C,125.17,551.56,771.09,5.82
SHP-0424,South,Road,WH-C,95.14,371.75,955.45,3.97
SHP-0425,East,Rail,WH-A,114.93,625.23,581.95,5.52
SHP-0426,South,Road,WH-C,63.59,247.73,575.81,2.77
SHP-0427,North,Road,WH-D,72.97,434.83,771.52,4.72
SHP-0428,Central,Sea,WH-A,133.46,701.08,746.29,7.55
SHP-0429,Central,Road,WH-B,80.89,588.27,853.31,3.51
SHP-0430,West,Rail,WH-D,71.77,394.63,386.83,3.98
SHP-0431,South,Rail,WH-A,125.8,440.82,935.58,4.42
SHP-0432,North,Road,WH-B,64.2,809.94,583.56,4.06
SHP-0433,West,Road,WH-C,73.79,275.62,772.2,4.13
SHP-0434,East,Road,WH-B,90.47,276.39,793.09,4.11
SHP-0435,West,Sea,WH-D,110.01,315.38,458.4,6.48
SHP-0436,West,Road,WH-C,82.94,490.23,750.66,3.99
SHP-0437,South,Road,WH-A,46.61,256.92,474.43,3.19
SHP-0438,East,Road,WH-C,117.27,778.56,1160.68,3.76
SHP-0439,West,Rail,WH-A,147.55,316.19,1025.09,5.45
SHP-0440,North,Road,WH-A,70.89,548.78,715.85,3.7
SHP-0441,North,Road,WH-B,80.29,373.17,671.19,3.8
SHP-0442,Central,Rail,WH-B,56.22,477.5,425.72,4.45
SHP-0443,East,Sea,WH-B,92.14,228.24,291.92,6.23
SHP-0444,East,Road,WH-D,60.92,796.82,571.82,4.99
SHP-0445,Central,Road,WH-D,164.07,310.59,1554.38,3.37
SHP-0446,West,Road,WH-B,78.55,295.37,735.21,3.65
SHP-0447,East,Rail,WH-D,74.29,1543.68,474.59,6.71
SHP-0448,North,Road,WH-C,77.58,642.95,898.14,5.23
SHP-0449,North,Road,WH-C,63.84,782.08,800.9,3.7
SHP-0450,South,Air,WH-D,97.48,614.17,2373.82,1.26
SHP-0451,East,Air,WH-D,77.1,396.55,1819.71,1.7
SHP-0452,West,Road,WH-C,127.51,263.15,1200.73,3.04
SHP-0453,Central,Sea,WH-A,97.31,426.91,439.01,6.16
SHP-0454,Central,Rail,WH-C,112.75,308.12,720.12,4.42
SHP-0455,West,Road,WH-C,117.96,317.13,1304.8,3.79
SHP-0456,South,Road,WH-D,147.34,230.46,1408.88,4.24
SHP-0457,Central,Sea,WH-C,72.66,520.58,470.14,6.4
SHP-0458,East,Road,WH-D,65.81,1048.63,804.39,5.19
SHP-0459,South,Road,WH-D,70.61,644.13,737.46,3.12
SHP-0460,East,Road,WH-B,89.72,468.35,773.72,4.06
SHP-0461,North,Rail,WH-C,101.35,483.25,689.89,4.85
SHP-0462,South,Road,WH-A,59.33,114.1,584.56,3.31
SHP-0463,Central,Road,WH-B,68.45,402.04,784.66,3.18
SHP-0464,South,Road,WH-D,101.52,248.44,985.87,2.71
SHP-0465,South,Road,WH-D,95.88,525.59,856.2,4.01
SHP-0466,South,Rail,WH-A,74.82,434.94,600.14,5.89
SHP-0467,South,Rail,WH-D,46.89,324.65,312.56,4.03
SHP-0468,East,Road,WH-C,95.24,519.94,742.79,4.39
SHP-0469,North,Road,WH-B,116.09,517.79,1170.32,4.95
SHP-0470,West,Rail,WH-D,113.69,1021.41,860.76,6.35
SHP-0471,South,Road,WH-D,79.9,685.04,746.44,4.35
SHP-0472,Central,Road,WH-A,60.43,546.83,602.47,3.86
SHP-0473,South,Sea,WH-C,51.57,312.68,309.69,5.5
SHP-0474,Central,Rail,WH-D,58.66,294.34,431.36,3.93
SHP-0475,East,Road,WH-A,106.59,656.84,940.11,4.93
SHP-0476,Central,Road,WH-D,77.5,447.63,872.36,4.17
SHP-0477,West,Road,WH-A,87.82,555.4,1015.27,4.5
SHP-0478,North,Road,WH-A,40.03,787.95,402.54,4.01
SHP-0479,Central,Road,WH-C,129.66,238.34,1098.05,4.33
SHP-0480,Central,Road,WH-D,146.11,963.5,1526.83,5.96
SHP-0481,North,Road,WH-C,63.95,784.7,616.46,3.63
SHP-0482,West,Sea,WH-A,35.36,183.8,216.64,5.22
SHP-0483,South,Air,WH-B,160.25,1524.6,3823.74,4.78
SHP-0484,Central,Road,WH-D,72.64,574.94,612.38,3.59
SHP-0485,North,Road,WH-B,56.46,391.62,503.99,4.1
SHP-0486,East,Air,WH-D,61.87,632.16,1396.16,2.3
SHP-0487,North,Road,WH-C,70.02,308.22,793.2,3.88
SHP-0488,East,Road,WH-C,66.91,640.43,971.36,4.36
SHP-0489,West,Sea,WH-C,75.02,336.68,384.27,6.45
SHP-0490,South,Road,WH-C,64.11,1299.55,582.41,4.3
SHP-0491,North,Rail,WH-C,122.88,507.17,811.64,4.67
SHP-0492,Central,Sea,WH-B,68.19,673.11,298.71,7.63
SHP-0493,West,Road,WH-C,41.92,337.88,482.98,4.82
SHP-0494,North,Road,WH-A,54.03,729.18,601.8,4.32
SHP-0495,Central,Road,WH-A,77.22,489.78,689.46,5.12
SHP-0496,North,Sea,WH-B,81.78,250.21,321.35,5.47
SHP-0497,East,Sea,WH-D,125.5,439.39,571.1,6.32
SHP-0498,North,Air,WH-A,80.14,1245.05,1843.63,4.43
SHP-0499,North,Road,WH-D,94.74,744.2,956.15,5.14
SHP-0500,North,Air,WH-B,72.14,410.79,1623.91,2.97
SHP-0501,West,Sea,WH-D,96.8,200.9,550.45,6.13
SHP-0502,North,Rail,WH-D,39.98,330.43,254.62,3.81
SHP-0503,Central,Sea,WH-D,98.11,250.86,418.1,6.16
SHP-0504,East,Sea,WH-D,76.17,203.24,251.93,6.83
SHP-0505,East,Rail,WH-B,128.19,718.44,872.8,5.73
SHP-0506,North,Rail,WH-A,132.33,507.73,921.27,5.16
SHP-0507,West,Road,WH-C,102.85,1166.37,932.43,5.53
SHP-0508,West,Road,WH-D,72.36,305.25,684.4,3.07
SHP-0509,Central,Rail,WH-A,74.16,492.21,614.27,5.11
SHP-0510,North,Road,WH-A,54.74,252.34,592.04,3.51
SHP-0511,East,Sea,WH-B,78.64,370.35,413.39,5.97
SHP-0512,West,Sea,WH-A,45.21,442.92,288.58,6.64
SHP-0513,North,Air,WH-B,78.01,411.65,1703.22,2.33
SHP-0514,West,Road,WH-D,125.56,505.58,1176.71,3.87
SHP-0515,West,Road,WH-D,69.52,785.54,825.03,4.3
SHP-0516,East,Road,WH-C,98.18,746.86,1058.77,4.51
SHP-0517,South,Rail,WH-C,111.69,340.6,693.54,4.09
SHP-0518,Central,Air,WH-C,121.58,485.62,2563.27,1.0
SHP-0519,Central,Sea,WH-A,69.34,721.38,311.68,6.36
SHP-0520,East,Road,WH-D,55.16,810.1,632.34,4.14
SHP-0521,West,Sea,WH-B,51.94,358.76,209.78,5.92
SHP-0522,North,Sea,WH-C,56.69,692.23,336.89,6.98
SHP-0523,West,Road,WH-B,71.63,577.64,840.23,3.39
SHP-0524,East,Sea,WH-B,44.67,295.4,217.19,6.25
SHP-0525,Central,Road,WH-C,62.36,723.48,668.99,3.59
SHP-0526,West,Road,WH-D,130.33,529.93,1335.3,4.1
SHP-0527,Central,Rail,WH-C,126.0,213.61,749.54,4.27
SHP-0528,North,Road,WH-B,84.63499999999999,427.93,290.32,4.19
SHP-0529,Central,Rail,WH-C,214.34,502.27,1491.47,5.79
SHP-0530,Central,Rail,WH-B,143.64,368.41,966.09,4.99
SHP-0531,South,Rail,WH-B,44.4,888.51,369.45,4.72
SHP-0532,South,Road,WH-C,87.24,904.1,903.8,4.2
SHP-0533,South,Road,WH-A,69.07,410.1,767.22,4.71
SHP-0534,Central,Rail,WH-C,66.04,389.06,495.22,4.32
SHP-0535,East,Road,WH-A,43.52,462.67,486.34,4.22
SHP-0536,Central,Road,WH-B,121.12,447.63,1284.19,4.01
SHP-0537,East,Road,WH-B,120.36,370.78,1301.63,4.46
SHP-0538,East,Rail,WH-A,99.42,83.08,832.34,5.09
SHP-0539,South,Road,WH-B,181.08,1144.03,1765.5,5.14
SHP-0540,West,Rail,WH-A,79.41,492.85,753.16,5.33
SHP-0541,North,Air,WH-A,63.01,452.33,1334.59,3.8
SHP-0542,South,Road,WH-B,55.03,575.98,723.71,4.05
SHP-0543,South,Road,WH-D,58.29,474.17,540.93,4.62
SHP-0544,West,Sea,WH-A,142.24,400.79,666.65,6.76
SHP-0545,North,Sea,WH-C,100.11,304.08,476.3,5.56
SHP-0546,Central,Sea,WH-C,71.63,203.87,269.29,5.96
SHP-0547,Central,Air,WH-B,64.35,257.21,1443.12,1.19
SHP-0548,South,Road,WH-D,115.83,288.3,1058.26,3.05
SHP-0549,North,Road,WH-B,47.48,673.47,406.15,4.14
SHP-0550,South,Road,WH-D,51.57,697.72,542.65,3.75
SHP-0551,East,Road,WH-A,121.36,322.7,1305.93,3.32
SHP-0552,South,Road,WH-A,98.22,137.2,923.74,4.99
SHP-0553,South,Road,WH-A,55.12,494.91,638.55,4.07
SHP-0554,Central,Road,WH-A,89.12,402.49,811.23,4.0
SHP-0555,Central,Air,WH-C,58.31,397.74,1211.86,1.71
SHP-0556,Central,Air,WH-C,87.61,779.65,2026.12,3.35
SHP-0557,East,Road,WH-B,83.0,526.66,971.06,5.67
SHP-0558,Central,Sea,WH-D,69.15,308.38,352.58,6.42
SHP-0559,North,Road,WH-A,69.23,276.14,745.93,3.67
SHP-0560,West,Sea,WH-A,53.05,434.39,393.07,7.02
SHP-0561,North,Road,WH-D,72.31,318.91,709.57,3.78
SHP-0562,North,Sea,WH-D,154.59,475.92,721.56,7.13
SHP-0563,Central,Rail,WH-B,85.33,806.37,656.94,6.24
SHP-0564,West,Road,WH-D,191.89,254.09,1895.29,3.76
SHP-0565,West,Road,WH-A,38.85,513.95,298.3,2.2
SHP-0566,West,Road,WH-A,67.11,764.5,722.39,3.96
SHP-0567,East,Road,WH-A,107.32,472.78,1057.32,4.8
SHP-0568,Central,Road,WH-A,214.35,696.7,2028.88,5.55
SHP-0569,West,Rail,WH-A,44.31,429.28,316.77,5.47
SHP-0570,East,Road,WH-B,83.69,534.86,744.64,3.96
SHP-0571,South,Rail,WH-A,103.21,608.85,598.72,6.09
SHP-0572,South,Sea,WH-B,144.12,374.44,683.83,6.31
SHP-0573,East,Road,WH-A,67.46,1281.16,815.52,5.93
SHP-0574,East,Rail,WH-C,75.46,650.17,514.73,6.03
SHP-0575,Central,Road,WH-C,53.77,920.98,507.63,3.61
SHP-0576,Central,Air,WH-C,73.06,823.93,1608.77,1.8
SHP-0577,South,Road,WH-C,79.24,576.57,842.79,3.06
SHP-0578,West,Sea,WH-B,100.89,958.32,664.05,7.95
SHP-0579,South,Sea,WH-B,116.6,539.26,629.47,6.11
SHP-0580,West,Road,WH-D,47.58,347.13,583.82,4.81
SHP-0581,West,Road,WH-A,63.35,496.27,557.75,3.76
SHP-0582,Central,Sea,WH-C,98.3,304.0,460.73,5.07
SHP-0583,North,Air,WH-B,40.35,179.68,983.53,1.0
SHP-0584,North,Road,WH-A,166.02,327.27,1491.45,4.3
SHP-0585,East,Road,WH-A,138.04,510.29,1299.57,4.86
SHP-0586,Central,Air,WH-B,103.98,820.34,2428.51,1.98
SHP-0587,West,Road,WH-C,113.29,326.8,1123.06,4.12
SHP-0588,North,Sea,WH-D,133.45,800.21,587.34,7.88
SHP-0589,West,Road,WH-A,136.56,275.58,1188.93,3.31
SHP-0590,North,Road,WH-D,105.32,316.91,1132.9,5.24
SHP-0591,North,Air,WH-C,49.76,987.91,1009.52,2.4
SHP-0592,North,Road,WH-C,97.45,504.14,1016.66,3.46
SHP-0593,Central,Road,WH-D,139.15,453.35,1315.59,3.13
SHP-0594,South,Road,WH-C,91.31,551.66,995.35,4.66
SHP-0595,West,Road,WH-A,122.26,276.15,1100.15,3.7
SHP-0596,Central,Rail,WH-D,113.86,420.39,982.89,4.66
SHP-0597,Central,Road,WH-C,121.9,493.38,1229.68,3.14
SHP-0598,Central,Rail,WH-D,68.17,889.86,559.68,5.32
SHP-0599,Central,Air,WH-A,120.39,221.01,2604.36,3.34
SHP-0600,Central,Rail,WH-C,59.02,1148.53,464.85,4.51
SHP-0601,East,Road,WH-A,59.22,464.13,591.1,3.53
SHP-0602,West,Road,WH-C,72.04,289.15,851.16,4.68
SHP-0603,Central,Sea,WH-B,110.72,265.08,551.49,6.97
SHP-0604,West,Air,WH-C,96.17,561.78,2204.1,1.66
SHP-0605,East,Rail,WH-D,92.68,258.1,665.68,4.93
SHP-0606,East,Road,WH-C,76.48,376.58,807.0,4.23
SHP-0607,West,Road,WH-A,32.7,437.05,234.49,3.57
SHP-0608,North,Air,WH-A,84.58,853.17,2093.01,3.97
SHP-0609,South,Sea,WH-C,53.67,803.4,235.6,6.7
SHP-0610,North,Rail,WH-D,52.33,361.9,366.04,5.44
SHP-0611,North,Air,WH-B,108.57,444.93,2546.59,2.24
SHP-0612,North,Air,WH-D,34.53,229.11,932.8,1.0
SHP-0613,Central,Road,WH-B,145.37,185.16,1460.29,2.91
SHP-0614,East,Road,WH-A,93.64,273.16,871.03,3.13
SHP-0615,North,Road,WH-D,70.08,844.79,743.59,4.45
SHP-0616,East,Road,WH-B,26.76,716.54,324.87,5.71
SHP-0617,West,Sea,WH-C,59.4,592.32,330.87,6.56
SHP-0618,South,Road,WH-A,78.45,244.78,666.41,3.11
SHP-0619,West,Road,WH-C,33.53,350.16,447.35,4.19
SHP-0620,West,Road,WH-A,71.41,326.44,715.32,2.47
SHP-0621,Central,Road,WH-D,135.54,455.01,1266.21,3.84
SHP-0622,South,Road,WH-D,83.72,441.45,790.8,3.12
SHP-0623,West,Road,WH-A,146.24,304.62,1435.23,4.14
SHP-0624,West,Rail,WH-A,60.26,582.67,326.06,5.52
SHP-0625,South,Road,WH-A,40.68,549.99,500.77,3.86
SHP-0626,South,Rail,WH-D,103.68,347.29,720.46,4.85
SHP-0627,West,Road,WH-B,112.84,570.24,1242.85,3.91
SHP-0628,South,Road,WH-C,132.94,845.27,1336.79,4.8
SHP-0629,West,Road,WH-C,151.59,977.96,1431.52,4.53
SHP-0630,West,Rail,WH-D,83.59,623.61,497.38,5.57
SHP-0631,Central,Rail,WH-C,140.36,614.87,930.25,5.15
SHP-0632,North,Road,WH-A,233.18,439.1,2227.55,4.01
SHP-0633,West,Road,WH-B,124.2,807.76,1199.18,4.69
SHP-0634,East,Air,WH-C,60.57,294.78,1366.4,1.0
SHP-0635,North,Road,WH-B,84.12,764.06,812.88,5.59
SHP-0636,North,Road,WH-A,102.41,429.21,1027.57,4.61
SHP-0637,North,Air,WH-C,99.85,1007.93,2235.78,3.32
SHP-0638,Central,Rail,WH-D,78.59,653.5,613.67,4.09
SHP-0639,West,Road,WH-B,158.92,476.96,1523.05,3.76
SHP-0640,Central,Sea,WH-A,40.06,439.87,315.15,6.05
SHP-0641,West,Air,WH-B,86.43,634.16,2004.31,1.95
SHP-0642,Central,Road,WH-C,101.14,619.57,1025.93,3.11
SHP-0643,Central,Rail,WH-C,62.13,406.99,419.78,3.76
SHP-0644,East,Rail,WH-D,136.33,514.96,805.84,5.3
SHP-0645,Central,Road,WH-A,97.39,757.68,1098.94,3.62
SHP-0646,South,Road,WH-A,91.63,256.11,836.56,4.23
SHP-0647,East,Road,WH-D,110.47,698.14,1112.57,5.03
SHP-0648,Central,Rail,WH-D,92.06,632.82,676.54,4.7
SHP-0649,North,Road,WH-A,119.25,870.96,1187.92,5.76
SHP-0650,South,Sea,WH-B,31.17,349.49,276.58,6.19
SHP-0651,South,Rail,WH-B,35.91,494.1,175.23,4.6
SHP-0652,South,Road,WH-D,125.29,543.72,1372.42,3.96
SHP-0653,East,Rail,WH-B,84.96,702.48,662.15,5.34
SHP-0654,Central,Road,WH-A,61.47,605.45,612.73,3.66
SHP-0655,Central,Rail,WH-C,96.9,271.79,632.77,3.7
SHP-0656,North,Rail,WH-C,83.89,566.63,413.26,6.27
SHP-0657,North,Road,WH-B,58.98,1289.53,595.6,5.01
SHP-0658,South,Road,WH-D,199.6,660.93,1920.75,4.63
SHP-0659,North,Road,WH-D,159.42,1081.67,1615.1,4.92
SHP-0660,East,Road,WH-D,65.54,812.95,788.4,4.46
SHP-0661,Central,Road,WH-D,65.96,947.62,865.4,6.68
SHP-0662,South,Road,WH-D,60.22,571.8,639.65,3.17
SHP-0663,North,Sea,WH-B,71.18,633.01,387.39,7.66
SHP-0664,East,Road,WH-C,115.16,557.05,1099.38,4.43
SHP-0665,East,Road,WH-C,89.06,493.78,748.35,4.67
SHP-0666,North,Rail,WH-B,70.67,703.63,467.19,6.24
SHP-0667,Central,Road,WH-D,80.63,383.72,780.24,3.94
SHP-0668,North,Sea,WH-B,71.0,1218.02,494.97,7.46
SHP-0669,South,Rail,WH-C,57.75,315.62,442.2,4.06
SHP-0670,North,Air,WH-A,53.22,727.39,1246.68,2.21
SHP-0671,East,Road,WH-B,51.63,955.05,520.41,6.13
SHP-0672,North,Road,WH-D,96.08,452.7,790.42,3.02
SHP-0673,Central,Road,WH-C,131.18,288.81,1115.57,2.61
SHP-0674,West,Sea,WH-C,91.32,858.04,346.51,5.77
SHP-0675,North,Road,WH-C,33.05,543.28,334.05,3.25
SHP-0676,Central,Road,WH-C,94.99,728.07,1040.13,4.94
SHP-0677,Central,Sea,WH-D,64.34,467.53,404.31,6.74
SHP-0678,East,Road,WH-A,53.71,1131.53,664.25,4.73
SHP-0679,Central,Road,WH-C,44.6,178.37,396.77,3.15
SHP-0680,Central,Road,WH-B,53.65,590.26,648.41,3.19
SHP-0681,Central,Sea,WH-A,54.37,938.27,245.23,6.29
SHP-0682,Central,Road,WH-C,39.86,518.3,488.4,4.17
SHP-0683,South,Air,WH-A,54.39,569.71,1108.18,2.37
SHP-0684,South,Air,WH-B,106.14,400.08,2272.99,1.28
SHP-0685,East,Road,WH-C,142.62,497.67,1526.92,5.64
SHP-0686,North,Rail,WH-B,34.07,220.86,222.78,4.97
SHP-0687,Central,Road,WH-D,121.73,349.03,1129.92,5.03
SHP-0688,North,Road,WH-C,78.67,337.77,862.59,3.54
SHP-0689,North,Air,WH-C,45.41,679.38,1150.67,3.25
SHP-0690,East,Sea,WH-C,70.42,374.56,312.18,7.8
SHP-0691,Central,Rail,WH-C,103.68,379.79,726.55,4.58
SHP-0692,Central,Road,WH-D,85.96,411.0,860.49,3.72
SHP-0693,West,Road,WH-C,37.61,344.0,158.64,2.67
SHP-0694,North,Road,WH-A,82.92,560.67,720.94,3.38
SHP-0695,North,Road,WH-C,115.31,590.67,1218.12,3.62
SHP-0696,South,Road,WH-D,107.62,732.17,1014.33,3.66
SHP-0697,West,Road,WH-C,71.63,674.06,776.84,4.32
SHP-0698,South,Road,WH-A,84.45,642.47,874.74,3.4
SHP-0699,South,Road,WH-D,73.36,420.77,827.79,3.64
SHP-0700,South,Road,WH-D,104.87,408.02,919.83,3.81
SHP-0701,East,Road,WH-A,107.67,324.35,1080.31,3.66
SHP-0702,East,Sea,WH-A,30.08,321.55,155.87,5.91
SHP-0703,South,Road,WH-A,115.68,540.91,1079.08,3.56
SHP-0704,West,Sea,WH-A,101.98,348.86,767.73,5.88
SHP-0705,North,Sea,WH-A,64.0,997.04,385.94,6.7
SHP-0706,West,Road,WH-D,129.58,483.96,1320.09,4.16
SHP-0707,Central,Air,WH-D,73.4,1013.0,1700.87,2.43
SHP-0708,East,Rail,WH-C,58.48,648.36,439.57,4.49
SHP-0709,North,Rail,WH-C,64.4,339.31,405.85,5.09
SHP-0710,North,Road,WH-B,86.79,478.29,828.17,4.49
SHP-0711,Central,Road,WH-C,70.3,220.69,622.08,4.17
SHP-0712,Central,Road,WH-C,63.63,539.91,606.23,3.22
SHP-0713,South,Road,WH-A,59.33,354.54,639.56,2.94
SHP-0714,East,Rail,WH-A,109.65,288.74,792.32,5.1
SHP-0715,East,Rail,WH-C,105.96,1023.14,668.53,5.9
SHP-0716,West,Road,WH-B,33.55,808.1,311.69,4.56
SHP-0717,South,Air,WH-A,66.12,797.48,1461.5,2.47
SHP-0718,South,Road,WH-C,114.38,717.24,1138.83,4.58
SHP-0719,South,Road,WH-C,82.13,272.4,667.4,4.27
SHP-0720,South,Air,WH-D,117.7,406.58,2551.56,2.14
SHP-0721,East,Road,WH-B,133.95,418.65,1195.13,4.41
SHP-0722,East,Road,WH-D,133.4,216.88,1316.68,3.8
SHP-0723,South,Road,WH-B,124.22,377.15,1207.87,3.59
SHP-0724,West,Road,WH-A,75.76,379.13,713.06,2.87
SHP-0725,North,Sea,WH-B,68.05,523.47,263.02,5.19
SHP-0726,North,Rail,WH-C,79.31,1661.62,612.68,7.49
SHP-0727,West,Sea,WH-C,70.65,487.83,311.78,7.04
SHP-0728,South,Rail,WH-B,125.73,523.6,989.92,4.72
SHP-0729,East,Road,WH-B,106.16,436.99,1123.29,5.3
SHP-0730,North,Road,WH-B,84.63499999999999,702.12,828.48,4.34
SHP-0731,Central,Rail,WH-D,47.54,294.28,345.79,3.03
SHP-0732,Central,Road,WH-B,105.23,1224.27,1173.14,6.05
SHP-0733,West,Sea,WH-A,133.9,464.24,584.43,6.15
SHP-0734,South,Sea,WH-D,63.11,407.61,203.24,6.5
SHP-0735,North,Road,WH-D,127.58,784.95,1131.08,3.94
SHP-0736,South,Sea,WH-B,101.71,321.29,585.2,6.14
SHP-0737,North,Sea,WH-A,205.71,695.92,966.08,6.95
SHP-0738,West,Rail,WH-D,78.62,967.27,611.73,5.84
SHP-0739,West,Road,WH-C,64.9,438.85,605.76,4.2
SHP-0740,Central,Road,WH-D,119.61,1319.97,1140.5,6.04
SHP-0741,South,Road,WH-B,60.39,671.33,540.94,3.9
SHP-0742,Central,Road,WH-A,86.42,675.34,767.77,3.34
SHP-0743,South,Road,WH-B,96.82,949.2,1063.72,5.07
SHP-0744,Central,Air,WH-C,117.67,1077.88,2794.27,3.94
SHP-0745,East,Road,WH-C,135.1,558.74,1331.15,3.84
SHP-0746,East,Rail,WH-C,183.18,722.35,1127.04,5.5
SHP-0747,East,Sea,WH-B,37.7,963.18,286.44,7.91
SHP-0748,East,Sea,WH-D,177.66,282.12,923.23,6.55
SHP-0749,North,Road,WH-B,45.34,214.83,525.68,2.73
SHP-0750,East,Sea,WH-A,53.85,479.32,278.33,6.56
SHP-0751,West,Road,WH-D,111.6,212.37,1058.46,3.06
SHP-0752,West,Road,WH-C,89.97,423.81,885.63,3.88
SHP-0753,North,Rail,WH-B,51.25,573.01,476.95,4.74
SHP-0754,East,Road,WH-C,108.08,431.68,1122.09,3.96
SHP-0755,East,Road,WH-C,78.46,460.37,751.32,4.85
SHP-0756,East,Rail,WH-A,38.86,304.66,244.07,2.84
SHP-0757,Central,Road,WH-D,137.47,719.32,1324.95,5.06
SHP-0758,South,Road,WH-A,58.73,295.76,496.42,3.83
SHP-0759,Central,Road,WH-A,51.46,179.58,611.34,2.78
SHP-0760,South,Air,WH-A,86.45,446.07,1874.51,2.25
SHP-0761,East,Rail,WH-C,55.8,764.49,463.08,4.83
SHP-0762,East,Road,WH-A,107.85,512.0,1012.66,3.87
SHP-0763,Central,Road,WH-A,77.83,281.72,723.71,3.0
SHP-0764,Central,Road,WH-D,97.38,517.46,957.38,4.75
SHP-0765,South,Road,WH-D,62.93,608.13,690.13,2.53
SHP-0766,West,Air,WH-A,89.23,514.58,1983.42,3.08
SHP-0767,South,Road,WH-D,56.84,433.98,483.53,3.19
SHP-0768,Central,Road,WH-D,73.57,622.22,750.19,4.57
SHP-0769,Central,Rail,WH-A,83.41,213.91,497.92,4.82
SHP-0770,North,Rail,WH-C,36.6,320.83,387.08,4.59
SHP-0771,Central,Rail,WH-A,129.05,263.35,839.07,4.38
SHP-0772,North,Road,WH-D,42.77,941.27,428.17,5.52
SHP-0773,West,Road,WH-C,53.15,693.52,718.36,3.7
SHP-0774,South,Road,WH-B,57.58,538.54,649.21,3.09
SHP-0775,South,Road,WH-C,105.66,245.6,951.7,3.95
SHP-0776,North,Rail,WH-D,66.02,704.29,422.21,5.45
SHP-0777,South,Sea,WH-C,160.6,958.66,837.32,8.29
SHP-0778,Central,Air,WH-A,165.24,648.28,3690.61,2.65
SHP-0779,East,Air,WH-B,107.53,484.5,2475.52,1.82
SHP-0780,North,Road,WH-B,58.99,667.29,560.78,4.43
SHP-0781,South,Rail,WH-B,76.04,561.72,595.29,4.43
SHP-0782,North,Road,WH-D,86.53,768.56,704.46,4.14
SHP-0783,North,Road,WH-D,84.63499999999999,760.34,1264.38,5.38
SHP-0784,East,Road,WH-B,74.2,443.14,691.02,5.3
SHP-0785,Central,Road,WH-C,57.5,358.85,538.59,3.4
SHP-0786,North,Road,WH-B,48.75,406.7,487.39,3.03
SHP-0787,South,Sea,WH-C,131.3,637.28,732.93,6.48
SHP-0788,West,Road,WH-C,107.62,418.66,963.54,4.22
SHP-0789,North,Road,WH-D,71.32,343.69,530.01,3.9
SHP-0790,North,Road,WH-C,73.99,492.52,659.22,4.84
SHP-0791,East,Air,WH-B,36.16,838.47,944.34,2.99
SHP-0792,Central,Rail,WH-D,52.44,525.76,251.33,4.07
SHP-0793,West,Rail,WH-A,185.88,431.56,1196.97,4.97
SHP-0794,South,Road,WH-A,90.12,574.68,969.24,2.88
SHP-0795,West,Rail,WH-D,41.45,513.03,305.77,5.46
SHP-0796,South,Road,WH-B,44.56,194.78,529.2,1.51
SHP-0797,Central,Sea,WH-A,69.81,688.45,206.44,5.74
SHP-0798,South,Rail,WH-A,56.46,599.19,389.22,4.34
SHP-0799,East,Road,WH-C,82.28,496.59,928.36,4.55
SHP-0800,East,Road,WH-C,104.29,820.51,966.27,4.51
SHP-0801,East,Road,WH-B,54.08,882.04,667.09,4.45
SHP-0802,East,Road,WH-D,72.05,723.0,723.45,4.27
SHP-0803,West,Road,WH-B,47.94,327.62,516.42,3.48
SHP-0804,Central,Rail,WH-D,164.28,333.11,1195.61,4.26
SHP-0805,South,Road,WH-A,104.24,842.46,1092.03,3.75
SHP-0806,South,Road,WH-C,106.37,200.12,979.23,4.43
SHP-0807,East,Road,WH-B,100.79,458.77,1039.19,4.48
SHP-0808,East,Road,WH-B,56.26,608.57,530.17,4.75
SHP-0809,North,Sea,WH-D,90.82,212.68,447.58,6.03
SHP-0810,Central,Road,WH-D,89.13,551.41,790.67,4.0
SHP-0811,West,Rail,WH-B,91.88,779.09,661.84,5.75
SHP-0812,South,Air,WH-D,60.43,241.51,1443.9,1.58
SHP-0813,North,Rail,WH-B,62.09,1092.17,467.05,6.62
SHP-0814,North,Sea,WH-B,122.33,303.47,662.26,6.24
SHP-0815,South,Road,WH-B,70.3,649.29,967.28,4.54
SHP-0816,West,Sea,WH-A,122.35,473.37,586.12,4.71
SHP-0817,North,Road,WH-D,60.6,509.47,665.62,4.59
SHP-0818,North,Road,WH-C,59.59,266.11,625.54,3.22
SHP-0819,Central,Rail,WH-C,58.4,902.37,469.79,5.95
SHP-0820,West,Sea,WH-D,81.06,576.18,473.89,5.94
